seed,method,bits,name,d_in,d_out,recon_error,final_primal,final_dual,final_rho
0,rtn,3,lm_head,768,50257,0.0923009114280997,,,
0,gptq_proxy,3,transformer.h.0.attn.c_attn,768,2304,0.22883124389263398,,,
0,gptq_proxy,3,transformer.h.0.attn.c_proj,768,768,0.17988240511094752,,,
0,gptq_proxy,3,transformer.h.0.mlp.c_fc,768,3072,0.18255524095753786,,,
0,gptq_proxy,3,transformer.h.0.mlp.c_proj,3072,768,0.47291008774738286,,,
0,gptq_proxy,3,transformer.h.1.attn.c_attn,768,2304,0.16871107611091157,,,
0,gptq_proxy,3,transformer.h.1.attn.c_proj,768,768,0.6114440256944642,,,
0,gptq_proxy,3,transformer.h.1.mlp.c_fc,768,3072,0.19582918552489165,,,
0,gptq_proxy,3,transformer.h.1.mlp.c_proj,3072,768,0.37196857426546537,,,
0,gptq_proxy,3,transformer.h.2.attn.c_attn,768,2304,0.14990807615059784,,,
0,gptq_proxy,3,transformer.h.2.attn.c_proj,768,768,0.522772128872421,,,
0,gptq_proxy,3,transformer.h.2.mlp.c_fc,768,3072,0.1790993076762346,,,
0,gptq_proxy,3,transformer.h.2.mlp.c_proj,3072,768,0.1826628998329874,,,
0,gptq_proxy,3,transformer.h.3.attn.c_attn,768,2304,0.13748998493656717,,,
0,gptq_proxy,3,transformer.h.3.attn.c_proj,768,768,0.41340542696998017,,,
0,gptq_proxy,3,transformer.h.3.mlp.c_fc,768,3072,0.15659572895965262,,,
0,gptq_proxy,3,transformer.h.3.mlp.c_proj,3072,768,0.8516892468296272,,,
0,gptq_proxy,3,transformer.h.4.attn.c_attn,768,2304,0.16847794726187656,,,
0,gptq_proxy,3,transformer.h.4.attn.c_proj,768,768,0.44810816621951083,,,
0,gptq_proxy,3,transformer.h.4.mlp.c_fc,768,3072,0.1700629666536934,,,
0,gptq_proxy,3,transformer.h.4.mlp.c_proj,3072,768,0.5026663634846819,,,
0,gptq_proxy,3,transformer.h.5.attn.c_attn,768,2304,0.2287721897209529,,,
0,gptq_proxy,3,transformer.h.5.attn.c_proj,768,768,0.39854763963054934,,,
0,gptq_proxy,3,transformer.h.5.mlp.c_fc,768,3072,0.17667993440217386,,,
0,gptq_proxy,3,transformer.h.5.mlp.c_proj,3072,768,0.5217752288794644,,,
0,gptq_proxy,3,transformer.h.6.attn.c_attn,768,2304,0.22860312670339258,,,
0,gptq_proxy,3,transformer.h.6.attn.c_proj,768,768,0.3506778205689775,,,
0,gptq_proxy,3,transformer.h.6.mlp.c_fc,768,3072,0.18120967095215562,,,
0,gptq_proxy,3,transformer.h.6.mlp.c_proj,3072,768,0.5268755198024389,,,
0,gptq_proxy,3,transformer.h.7.attn.c_attn,768,2304,0.2553396224402213,,,
0,gptq_proxy,3,transformer.h.7.attn.c_proj,768,768,0.28740923913673844,,,
0,gptq_proxy,3,transformer.h.7.mlp.c_fc,768,3072,0.1674751970650014,,,
0,gptq_proxy,3,transformer.h.7.mlp.c_proj,3072,768,0.5198253615370294,,,
0,gptq_proxy,3,transformer.h.8.attn.c_attn,768,2304,0.2454553945427251,,,
0,gptq_proxy,3,transformer.h.8.attn.c_proj,768,768,0.3163486590443897,,,
0,gptq_proxy,3,transformer.h.8.mlp.c_fc,768,3072,0.1719787791333588,,,
0,gptq_proxy,3,transformer.h.8.mlp.c_proj,3072,768,0.5327162986146661,,,
0,gptq_proxy,3,transformer.h.9.attn.c_attn,768,2304,0.26103154003362644,,,
0,gptq_proxy,3,transformer.h.9.attn.c_proj,768,768,0.24836953813622,,,
0,gptq_proxy,3,transformer.h.9.mlp.c_fc,768,3072,0.16944650910167325,,,
0,gptq_proxy,3,transformer.h.9.mlp.c_proj,3072,768,0.5028739606131304,,,
0,gptq_proxy,3,transformer.h.10.attn.c_attn,768,2304,0.26660308014378997,,,
0,gptq_proxy,3,transformer.h.10.attn.c_proj,768,768,0.2408285739968056,,,
0,gptq_proxy,3,transformer.h.10.mlp.c_fc,768,3072,0.19815310852627388,,,
0,gptq_proxy,3,transformer.h.10.mlp.c_proj,3072,768,0.4712428095848828,,,
0,gptq_proxy,3,transformer.h.11.attn.c_attn,768,2304,0.3129125630082808,,,
0,gptq_proxy,3,transformer.h.11.attn.c_proj,768,768,0.07599686206102207,,,
0,gptq_proxy,3,transformer.h.11.mlp.c_fc,768,3072,0.1715131233177133,,,
0,gptq_proxy,3,transformer.h.11.mlp.c_proj,3072,768,0.4411224585856019,,,
0,gptq_proxy,3,lm_head,768,50257,0.04730675929442739,,,
0,awq_proxy,3,transformer.h.0.attn.c_attn,768,2304,0.2048440711602838,,,
0,awq_proxy,3,transformer.h.0.attn.c_proj,768,768,0.21857563608662003,,,
0,awq_proxy,3,transformer.h.0.mlp.c_fc,768,3072,0.17954921426184828,,,
0,awq_proxy,3,transformer.h.0.mlp.c_proj,3072,768,0.6470938755239516,,,
0,awq_proxy,3,transformer.h.1.attn.c_attn,768,2304,0.21408639608339083,,,
0,awq_proxy,3,transformer.h.1.attn.c_proj,768,768,0.6802693732233787,,,
0,awq_proxy,3,transformer.h.1.mlp.c_fc,768,3072,0.18915125157672888,,,
0,awq_proxy,3,transformer.h.1.mlp.c_proj,3072,768,0.5732959437607561,,,
0,awq_proxy,3,transformer.h.2.attn.c_attn,768,2304,0.172144171868581,,,
0,awq_proxy,3,transformer.h.2.attn.c_proj,768,768,0.5582511885835898,,,
0,awq_proxy,3,transformer.h.2.mlp.c_fc,768,3072,0.1848657992174112,,,
0,awq_proxy,3,transformer.h.2.mlp.c_proj,3072,768,0.1840829491758581,,,
0,awq_proxy,3,transformer.h.3.attn.c_attn,768,2304,0.19607091523336326,,,
0,awq_proxy,3,transformer.h.3.attn.c_proj,768,768,0.4763225516450264,,,
0,awq_proxy,3,transformer.h.3.mlp.c_fc,768,3072,0.1783218426259679,,,
0,awq_proxy,3,transformer.h.3.mlp.c_proj,3072,768,0.8735240552583639,,,
0,awq_proxy,3,transformer.h.4.attn.c_attn,768,2304,0.22002113447711194,,,
0,awq_proxy,3,transformer.h.4.attn.c_proj,768,768,0.4984767597362292,,,
0,awq_proxy,3,transformer.h.4.mlp.c_fc,768,3072,0.1850038194327102,,,
0,awq_proxy,3,transformer.h.4.mlp.c_proj,3072,768,0.657104222627868,,,
0,awq_proxy,3,transformer.h.5.attn.c_attn,768,2304,0.2624918885529774,,,
0,awq_proxy,3,transformer.h.5.attn.c_proj,768,768,0.43320605194216016,,,
0,awq_proxy,3,transformer.h.5.mlp.c_fc,768,3072,0.18035375465091566,,,
0,awq_proxy,3,transformer.h.5.mlp.c_proj,3072,768,0.7037466008269475,,,
0,awq_proxy,3,transformer.h.6.attn.c_attn,768,2304,0.2664159765755763,,,
0,awq_proxy,3,transformer.h.6.attn.c_proj,768,768,0.4342110472526491,,,
0,awq_proxy,3,transformer.h.6.mlp.c_fc,768,3072,0.18672085721269,,,
0,awq_proxy,3,transformer.h.6.mlp.c_proj,3072,768,0.6908470279539846,,,
0,awq_proxy,3,transformer.h.7.attn.c_attn,768,2304,0.27224802719529795,,,
0,awq_proxy,3,transformer.h.7.attn.c_proj,768,768,0.3513376089157181,,,
0,awq_proxy,3,transformer.h.7.mlp.c_fc,768,3072,0.18700930875014007,,,
0,awq_proxy,3,transformer.h.7.mlp.c_proj,3072,768,0.7032141752724336,,,
0,awq_proxy,3,transformer.h.8.attn.c_attn,768,2304,0.27672756899718626,,,
0,awq_proxy,3,transformer.h.8.attn.c_proj,768,768,0.4199738149058343,,,
0,awq_proxy,3,transformer.h.8.mlp.c_fc,768,3072,0.18830973133967144,,,
0,awq_proxy,3,transformer.h.8.mlp.c_proj,3072,768,0.6637253136299498,,,
0,awq_proxy,3,transformer.h.9.attn.c_attn,768,2304,0.29748151856704946,,,
0,awq_proxy,3,transformer.h.9.attn.c_proj,768,768,0.30957993955809887,,,
0,awq_proxy,3,transformer.h.9.mlp.c_fc,768,3072,0.19155762078970065,,,
0,awq_proxy,3,transformer.h.9.mlp.c_proj,3072,768,0.6342501742952935,,,
0,awq_proxy,3,transformer.h.10.attn.c_attn,768,2304,0.3016979392661212,,,
0,awq_proxy,3,transformer.h.10.attn.c_proj,768,768,0.2883171607005543,,,
0,awq_proxy,3,transformer.h.10.mlp.c_fc,768,3072,0.20227293297501528,,,
0,awq_proxy,3,transformer.h.10.mlp.c_proj,3072,768,0.6090577024453764,,,
0,awq_proxy,3,transformer.h.11.attn.c_attn,768,2304,0.35373057839018385,,,
0,awq_proxy,3,transformer.h.11.attn.c_proj,768,768,0.11590310237858459,,,
0,awq_proxy,3,transformer.h.11.mlp.c_fc,768,3072,0.2108170345171611,,,
0,awq_proxy,3,transformer.h.11.mlp.c_proj,3072,768,0.6456150540834192,,,
0,awq_proxy,3,lm_head,768,50257,0.04607288793879741,,,
0,admm_gptq,3,transformer.h.0.attn.c_attn,768,2304,0.30171565731848826,1.8825839208625568,16.308648635298155,1.4390333787172456
0,admm_gptq,3,transformer.h.0.attn.c_proj,768,768,0.27053345239278437,0.3437567840269801,5.799401148499825,2.642668090847939
0,admm_gptq,3,transformer.h.0.mlp.c_fc,768,3072,0.19016406554861778,0.5246579759129274,2.641059266880656,2.431610443808473
0,admm_gptq,3,transformer.h.0.mlp.c_proj,3072,768,0.6531444642020674,0.5142287799955414,4.453384503498519,2.7628002956787774
0,admm_gptq,3,transformer.h.1.attn.c_attn,768,2304,0.2509648130907369,0.6338766122792373,7.823088453228311,3.709719040629749
0,admm_gptq,3,transformer.h.1.attn.c_proj,768,768,1.1379108940968687,0.5874746885337172,16.875933070658682,4.440362544553189
0,admm_gptq,3,transformer.h.1.mlp.c_fc,768,3072,0.21782945209981736,0.6096493030288492,11.921868884678032,3.342707216287629
0,admm_gptq,3,transformer.h.1.mlp.c_proj,3072,768,0.636756113888574,1.204059832145521,1.6655455900943117,1.1396365145266618
0,admm_gptq,3,transformer.h.2.attn.c_attn,768,2304,0.16664578282985748,0.8178439827606346,8.334695528314299,9.749100186736467
0,admm_gptq,3,transformer.h.2.attn.c_proj,768,768,0.8751856320188246,0.5230424443497501,6.336636076107155,4.598876828315014
0,admm_gptq,3,transformer.h.2.mlp.c_fc,768,3072,0.20584984528500244,0.5646333505743772,3.2046693241714794,4.931926734481729
0,admm_gptq,3,transformer.h.2.mlp.c_proj,3072,768,0.2198113049763721,0.15383505215547705,1.8600073940563056,1.9587570548364455
0,admm_gptq,3,transformer.h.3.attn.c_attn,768,2304,0.1955367170409046,3.8573226104732696,53.86820022682233,11.60215795984106
0,admm_gptq,3,transformer.h.3.attn.c_proj,768,768,0.6019023349628003,0.11170802632249224,1.5804591026437396,3.6500195431406937
0,admm_gptq,3,transformer.h.3.mlp.c_fc,768,3072,0.20234607803972796,0.5608338475437467,7.450268323462461,4.589846786880325
0,admm_gptq,3,transformer.h.3.mlp.c_proj,3072,768,0.9522891948525689,0.06961455244739893,1.2890977755824382,1.8841270025920687
0,admm_gptq,3,transformer.h.4.attn.c_attn,768,2304,0.2115090196750411,3.014784779879324,38.42836547805811,12.039875171199819
0,admm_gptq,3,transformer.h.4.attn.c_proj,768,768,2.382414834360012,1.663881032300433,75.61086821833223,5.82989501137489
0,admm_gptq,3,transformer.h.4.mlp.c_fc,768,3072,0.21849109777326475,0.5332685716879272,2.5948437126429096,4.590129521967859
0,admm_gptq,3,transformer.h.4.mlp.c_proj,3072,768,0.7357676034073589,0.1562515973995927,1.257904786028254,1.6327208212280078
0,admm_gptq,3,transformer.h.5.attn.c_attn,768,2304,0.27019466296969985,1.5888633610761342,20.77443934170828,12.416512163649863
0,admm_gptq,3,transformer.h.5.attn.c_proj,768,768,0.5649850972149352,0.09794549545618425,2.600127179445906,3.779164568947812
0,admm_gptq,3,transformer.h.5.mlp.c_fc,768,3072,0.21839935748842979,0.5851452621438039,10.563608432938985,4.58674758172242
0,admm_gptq,3,transformer.h.5.mlp.c_proj,3072,768,0.7380222574971023,0.1606294746679621,1.297898773154072,2.0340349951059
0,admm_gptq,3,transformer.h.6.attn.c_attn,768,2304,0.27105848759693907,1.3409415771603512,17.150956702046237,12.22863505416726
0,admm_gptq,3,transformer.h.6.attn.c_proj,768,768,0.5995900089070674,0.22237729282891208,2.736382354422013,2.1732762425777383
0,admm_gptq,3,transformer.h.6.mlp.c_fc,768,3072,0.21730393363790176,0.48430731515947767,3.1939237975595955,4.3369421840923446
0,admm_gptq,3,transformer.h.6.mlp.c_proj,3072,768,0.775550661906469,0.19883157468811302,1.5062206271221896,1.3751194228171797
0,admm_gptq,3,transformer.h.7.attn.c_attn,768,2304,0.2856310525749443,1.1974957044371302,15.1571915979718,12.101102006544002
0,admm_gptq,3,transformer.h.7.attn.c_proj,768,768,0.4599066056543992,0.11029423854090348,2.781346774793286,3.3146103762618067
0,admm_gptq,3,transformer.h.7.mlp.c_fc,768,3072,0.21657120060087248,0.4457619222909617,1.9864001101809283,3.625581331461906
0,admm_gptq,3,transformer.h.7.mlp.c_proj,3072,768,0.7333350629433949,0.24490007915194037,2.321202205690132,3.2592294060689557
0,admm_gptq,3,transformer.h.8.attn.c_attn,768,2304,0.2867349525575288,1.084085765599866,12.697369881352511,11.371953281383023
0,admm_gptq,3,transformer.h.8.attn.c_proj,768,768,0.652389214292682,0.4061010344373795,5.764722510717693,3.516449792719306
0,admm_gptq,3,transformer.h.8.mlp.c_fc,768,3072,0.21714275477199227,0.5345767705481451,2.2276117740293246,3.456687278457592
0,admm_gptq,3,transformer.h.8.mlp.c_proj,3072,768,0.7227232761505051,0.3190703381182289,3.104142664781049,4.600014546870927
0,admm_gptq,3,transformer.h.9.attn.c_attn,768,2304,0.31947781734546643,0.7451786200930891,9.412978439339447,8.760975623853895
0,admm_gptq,3,transformer.h.9.attn.c_proj,768,768,0.41627517539897707,0.14756057859450755,4.789568273569014,5.057735924833068
0,admm_gptq,3,transformer.h.9.mlp.c_fc,768,3072,0.22873166597510414,0.46523875595710346,2.7804279784093313,3.7667595851505
0,admm_gptq,3,transformer.h.9.mlp.c_proj,3072,768,0.6951608854494887,0.3638833501561902,4.485511301541016,4.756266073893217
0,admm_gptq,3,transformer.h.10.attn.c_attn,768,2304,0.32402573407425705,0.5847182749699212,5.1699410564070085,6.0401161142905595
0,admm_gptq,3,transformer.h.10.attn.c_proj,768,768,0.36053831618907867,0.09288874036865365,3.416017722143828,5.7053954343501
0,admm_gptq,3,transformer.h.10.mlp.c_fc,768,3072,0.23932980263961356,0.6884113903187403,3.529055130758332,4.00691475469403
0,admm_gptq,3,transformer.h.10.mlp.c_proj,3072,768,0.6008130206298467,0.34165063181878447,15.850523906634557,6.680912869679114
0,admm_gptq,3,transformer.h.11.attn.c_attn,768,2304,0.3956646609702637,0.39762316493236527,4.825188300974287,4.607078935174898
0,admm_gptq,3,transformer.h.11.attn.c_proj,768,768,0.18389891617534526,3.152000966398015,55.736126264580356,21.642197823146354
0,admm_gptq,3,transformer.h.11.mlp.c_fc,768,3072,0.2518480381981568,1.0305337441457736,6.018464173136659,3.1713958330814243
0,admm_gptq,3,transformer.h.11.mlp.c_proj,3072,768,0.5164038495911475,0.3661163818373812,6.902408572794106,9.468250420237707
0,admm_gptq,3,lm_head,768,50257,0.05718470591418051,39.253848525017,537.1941225772581,12.729088712509698
0,rtn,4,transformer.h.0.attn.c_attn,768,2304,0.08732772082364317,,,
0,rtn,4,transformer.h.0.attn.c_proj,768,768,0.10333563987652414,,,
0,rtn,4,transformer.h.0.mlp.c_fc,768,3072,0.08231107766420212,,,
0,rtn,4,transformer.h.0.mlp.c_proj,3072,768,0.34716798098697504,,,
0,rtn,4,transformer.h.1.attn.c_attn,768,2304,0.10503295593854144,,,
0,rtn,4,transformer.h.1.attn.c_proj,768,768,0.41289564862790284,,,
0,rtn,4,transformer.h.1.mlp.c_fc,768,3072,0.08905982667144975,,,
0,rtn,4,transformer.h.1.mlp.c_proj,3072,768,0.34987229643809914,,,
0,rtn,4,transformer.h.2.attn.c_attn,768,2304,0.0946835077312938,,,
0,rtn,4,transformer.h.2.attn.c_proj,768,768,0.33004308530480114,,,
0,rtn,4,transformer.h.2.mlp.c_fc,768,3072,0.08965930559169247,,,
0,rtn,4,transformer.h.2.mlp.c_proj,3072,768,0.1458647920319796,,,
0,rtn,4,transformer.h.3.attn.c_attn,768,2304,0.09157904194184467,,,
0,rtn,4,transformer.h.3.attn.c_proj,768,768,0.2513673245922595,,,
0,rtn,4,transformer.h.3.mlp.c_fc,768,3072,0.08172175347170019,,,
0,rtn,4,transformer.h.3.mlp.c_proj,3072,768,0.42054572376658744,,,
0,rtn,4,transformer.h.4.attn.c_attn,768,2304,0.09634998123609616,,,
0,rtn,4,transformer.h.4.attn.c_proj,768,768,0.2531913145321321,,,
0,rtn,4,transformer.h.4.mlp.c_fc,768,3072,0.089839916379859,,,
0,rtn,4,transformer.h.4.mlp.c_proj,3072,768,0.3064081719676662,,,
0,rtn,4,transformer.h.5.attn.c_attn,768,2304,0.12657700852280862,,,
0,rtn,4,transformer.h.5.attn.c_proj,768,768,0.2114304307719403,,,
0,rtn,4,transformer.h.5.mlp.c_fc,768,3072,0.08622194325876131,,,
0,rtn,4,transformer.h.5.mlp.c_proj,3072,768,0.3158303353312008,,,
0,rtn,4,transformer.h.6.attn.c_attn,768,2304,0.12548307075226986,,,
0,rtn,4,transformer.h.6.attn.c_proj,768,768,0.20253412593471445,,,
0,rtn,4,transformer.h.6.mlp.c_fc,768,3072,0.08717008783536112,,,
0,rtn,4,transformer.h.6.mlp.c_proj,3072,768,0.3299899981601071,,,
0,rtn,4,transformer.h.7.attn.c_attn,768,2304,0.1276810412031258,,,
0,rtn,4,transformer.h.7.attn.c_proj,768,768,0.15596873944317133,,,
0,rtn,4,transformer.h.7.mlp.c_fc,768,3072,0.0855253538700687,,,
0,rtn,4,transformer.h.7.mlp.c_proj,3072,768,0.3084443576827863,,,
0,rtn,4,transformer.h.8.attn.c_attn,768,2304,0.12529141568518704,,,
0,rtn,4,transformer.h.8.attn.c_proj,768,768,0.17990629486229742,,,
0,rtn,4,transformer.h.8.mlp.c_fc,768,3072,0.08555177106308616,,,
0,rtn,4,transformer.h.8.mlp.c_proj,3072,768,0.3122317517277561,,,
0,rtn,4,transformer.h.9.attn.c_attn,768,2304,0.13147183790614295,,,
0,rtn,4,transformer.h.9.attn.c_proj,768,768,0.1453456792941054,,,
0,rtn,4,transformer.h.9.mlp.c_fc,768,3072,0.0862070397990608,,,
0,rtn,4,transformer.h.9.mlp.c_proj,3072,768,0.29816777382560716,,,
0,rtn,4,transformer.h.10.attn.c_attn,768,2304,0.13394830058581408,,,
0,rtn,4,transformer.h.10.attn.c_proj,768,768,0.1337631887901708,,,
0,rtn,4,transformer.h.10.mlp.c_fc,768,3072,0.08992542378630539,,,
0,rtn,4,transformer.h.10.mlp.c_proj,3072,768,0.32598443330598675,,,
0,rtn,4,transformer.h.11.attn.c_attn,768,2304,0.15588663830750124,,,
0,rtn,4,transformer.h.11.attn.c_proj,768,768,0.04103972947797592,,,
0,rtn,4,transformer.h.11.mlp.c_fc,768,3072,0.09077004895719422,,,
0,rtn,4,transformer.h.11.mlp.c_proj,3072,768,0.2938858288344992,,,
0,rtn,4,lm_head,768,50257,0.042564963854808284,,,
0,gptq_proxy,4,transformer.h.0.attn.c_attn,768,2304,0.1014183915162326,,,
0,gptq_proxy,4,transformer.h.0.attn.c_proj,768,768,0.0810819281978827,,,
0,gptq_proxy,4,transformer.h.0.mlp.c_fc,768,3072,0.08113461244396024,,,
0,gptq_proxy,4,transformer.h.0.mlp.c_proj,3072,768,0.23574115433121473,,,
0,gptq_proxy,4,transformer.h.1.attn.c_attn,768,2304,0.07511117811686331,,,
0,gptq_proxy,4,transformer.h.1.attn.c_proj,768,768,0.266214031515089,,,
0,gptq_proxy,4,transformer.h.1.mlp.c_fc,768,3072,0.08303700157248398,,,
0,gptq_proxy,4,transformer.h.1.mlp.c_proj,3072,768,0.18237868226736362,,,
0,gptq_proxy,4,transformer.h.2.attn.c_attn,768,2304,0.06600421204581441,,,
0,gptq_proxy,4,transformer.h.2.attn.c_proj,768,768,0.21311686109598865,,,
0,gptq_proxy,4,transformer.h.2.mlp.c_fc,768,3072,0.08533912056891936,,,
0,gptq_proxy,4,transformer.h.2.mlp.c_proj,3072,768,0.10579138411892611,,,
0,gptq_proxy,4,transformer.h.3.attn.c_attn,768,2304,0.0626325544638278,,,
0,gptq_proxy,4,transformer.h.3.attn.c_proj,768,768,0.18041324223319608,,,
0,gptq_proxy,4,transformer.h.3.mlp.c_fc,768,3072,0.06721212585053284,,,
0,gptq_proxy,4,transformer.h.3.mlp.c_proj,3072,768,0.37218747732403157,,,
0,gptq_proxy,4,transformer.h.4.attn.c_attn,768,2304,0.07672141794948165,,,
0,gptq_proxy,4,transformer.h.4.attn.c_proj,768,768,0.1909391678253178,,,
0,gptq_proxy,4,transformer.h.4.mlp.c_fc,768,3072,0.07337163509386896,,,
0,gptq_proxy,4,transformer.h.4.mlp.c_proj,3072,768,0.22830307234999364,,,
0,gptq_proxy,4,transformer.h.5.attn.c_attn,768,2304,0.10743149939101085,,,
0,gptq_proxy,4,transformer.h.5.attn.c_proj,768,768,0.1710616112734099,,,
0,gptq_proxy,4,transformer.h.5.mlp.c_fc,768,3072,0.07503897656120835,,,
0,gptq_proxy,4,transformer.h.5.mlp.c_proj,3072,768,0.22953718735172385,,,
0,gptq_proxy,4,transformer.h.6.attn.c_attn,768,2304,0.10687991319966349,,,
0,gptq_proxy,4,transformer.h.6.attn.c_proj,768,768,0.15087798112681783,,,
0,gptq_proxy,4,transformer.h.6.mlp.c_fc,768,3072,0.07765297302156622,,,
0,gptq_proxy,4,transformer.h.6.mlp.c_proj,3072,768,0.23637329542091784,,,
0,gptq_proxy,4,transformer.h.7.attn.c_attn,768,2304,0.11807478382823244,,,
0,gptq_proxy,4,transformer.h.7.attn.c_proj,768,768,0.12348688436089465,,,
0,gptq_proxy,4,transformer.h.7.mlp.c_fc,768,3072,0.07145824126493193,,,
0,gptq_proxy,4,transformer.h.7.mlp.c_proj,3072,768,0.22488449508239075,,,
0,gptq_proxy,4,transformer.h.8.attn.c_attn,768,2304,0.10817095704803768,,,
0,gptq_proxy,4,transformer.h.8.attn.c_proj,768,768,0.13637422043298603,,,
0,gptq_proxy,4,transformer.h.8.mlp.c_fc,768,3072,0.07442046442531297,,,
0,gptq_proxy,4,transformer.h.8.mlp.c_proj,3072,768,0.22747586430336744,,,
0,gptq_proxy,4,transformer.h.9.attn.c_attn,768,2304,0.11507550848900101,,,
0,gptq_proxy,4,transformer.h.9.attn.c_proj,768,768,0.10578120737824566,,,
0,gptq_proxy,4,transformer.h.9.mlp.c_fc,768,3072,0.07310669933863967,,,
0,gptq_proxy,4,transformer.h.9.mlp.c_proj,3072,768,0.21002060941493006,,,
0,gptq_proxy,4,transformer.h.10.attn.c_attn,768,2304,0.1185036279581678,,,
0,gptq_proxy,4,transformer.h.10.attn.c_proj,768,768,0.09604903650718177,,,
0,gptq_proxy,4,transformer.h.10.mlp.c_fc,768,3072,0.08494788578648989,,,
0,gptq_proxy,4,transformer.h.10.mlp.c_proj,3072,768,0.20297420779122657,,,
0,gptq_proxy,4,transformer.h.11.attn.c_attn,768,2304,0.13686814480186887,,,
0,gptq_proxy,4,transformer.h.11.attn.c_proj,768,768,0.027128004772549147,,,
0,gptq_proxy,4,transformer.h.11.mlp.c_fc,768,3072,0.07338179668438255,,,
0,gptq_proxy,4,transformer.h.11.mlp.c_proj,3072,768,0.16967938957432177,,,
0,gptq_proxy,4,lm_head,768,50257,0.0197103038705194,,,
0,awq_proxy,4,transformer.h.0.attn.c_attn,768,2304,0.08732772082364317,,,
0,awq_proxy,4,transformer.h.0.attn.c_proj,768,768,0.09017122423179393,,,
