seed,method,bits,name,d_in,d_out,recon_error,final_primal,final_dual,final_rho
0,gptq_proxy,4,transformer.h.2.mlp.c_fc,768,3072,0.09169811397837013,,,
0,gptq_proxy,4,transformer.h.2.mlp.c_proj,3072,768,0.07293398112886855,,,
0,gptq_proxy,4,transformer.h.3.attn.c_attn,768,2304,0.07155581776299048,,,
0,gptq_proxy,4,transformer.h.3.attn.c_proj,768,768,0.18949134693859232,,,
0,gptq_proxy,4,transformer.h.3.mlp.c_fc,768,3072,0.06828573229055244,,,
0,gptq_proxy,4,transformer.h.3.mlp.c_proj,3072,768,0.2794745469293185,,,
0,gptq_proxy,4,transformer.h.4.attn.c_attn,768,2304,0.08815414478531125,,,
0,gptq_proxy,4,transformer.h.4.attn.c_proj,768,768,0.16899853507592458,,,
0,gptq_proxy,4,transformer.h.4.mlp.c_fc,768,3072,0.07941321971069638,,,
0,gptq_proxy,4,transformer.h.4.mlp.c_proj,3072,768,0.2174298641871652,,,
0,gptq_proxy,4,transformer.h.5.attn.c_attn,768,2304,0.14286811501973767,,,
0,gptq_proxy,4,transformer.h.5.attn.c_proj,768,768,0.16092605603332946,,,
0,gptq_proxy,4,transformer.h.5.mlp.c_fc,768,3072,0.07241720295916595,,,
0,gptq_proxy,4,transformer.h.5.mlp.c_proj,3072,768,0.21251902087582666,,,
0,gptq_proxy,4,transformer.h.6.attn.c_attn,768,2304,0.143752739105232,,,
0,gptq_proxy,4,transformer.h.6.attn.c_proj,768,768,0.14377906853445588,,,
0,gptq_proxy,4,transformer.h.6.mlp.c_fc,768,3072,0.07370380397620409,,,
0,gptq_proxy,4,transformer.h.6.mlp.c_proj,3072,768,0.22186423428955948,,,
0,gptq_proxy,4,transformer.h.7.attn.c_attn,768,2304,0.15536096607392902,,,
0,gptq_proxy,4,transformer.h.7.attn.c_proj,768,768,0.11770989354316116,,,
0,gptq_proxy,4,transformer.h.7.mlp.c_fc,768,3072,0.07875077973071282,,,
0,gptq_proxy,4,transformer.h.7.mlp.c_proj,3072,768,0.21049312561655675,,,
0,gptq_proxy,4,transformer.h.8.attn.c_attn,768,2304,0.14092662631863118,,,
0,gptq_proxy,4,transformer.h.8.attn.c_proj,768,768,0.12493484952134129,,,
0,gptq_proxy,4,transformer.h.8.mlp.c_fc,768,3072,0.07128117859466362,,,
0,gptq_proxy,4,transformer.h.8.mlp.c_proj,3072,768,0.2094302796843976,,,
0,gptq_proxy,4,transformer.h.9.attn.c_attn,768,2304,0.13664833617916927,,,
0,gptq_proxy,4,transformer.h.9.attn.c_proj,768,768,0.10049599649271132,,,
0,gptq_proxy,4,transformer.h.9.mlp.c_fc,768,3072,0.0689248334988507,,,
0,gptq_proxy,4,transformer.h.9.mlp.c_proj,3072,768,0.1913929313657267,,,
0,gptq_proxy,4,transformer.h.10.attn.c_attn,768,2304,0.12032854345988153,,,
0,gptq_proxy,4,transformer.h.10.attn.c_proj,768,768,0.09140473608009804,,,
0,gptq_proxy,4,transformer.h.10.mlp.c_fc,768,3072,0.07018374777408327,,,
0,gptq_proxy,4,transformer.h.10.mlp.c_proj,3072,768,0.15727252137195408,,,
0,gptq_proxy,4,transformer.h.11.attn.c_attn,768,2304,0.12557982919886826,,,
0,gptq_proxy,4,transformer.h.11.attn.c_proj,768,768,0.024927720937344078,,,
0,gptq_proxy,4,transformer.h.11.mlp.c_fc,768,3072,0.06652988351218515,,,
0,gptq_proxy,4,transformer.h.11.mlp.c_proj,3072,768,0.15372762725538705,,,
0,gptq_proxy,4,lm_head,768,50257,0.01935296298268637,,,
0,awq_proxy,4,transformer.h.0.attn.c_attn,768,2304,0.09495895751734913,,,
0,awq_proxy,4,transformer.h.0.attn.c_proj,768,768,0.0898331532886164,,,
0,awq_proxy,4,transformer.h.0.mlp.c_fc,768,3072,0.08098547772796773,,,
0,awq_proxy,4,transformer.h.0.mlp.c_proj,3072,768,0.32902390482053845,,,
0,awq_proxy,4,transformer.h.1.attn.c_attn,768,2304,0.09614445383725974,,,
0,awq_proxy,4,transformer.h.1.attn.c_proj,768,768,0.2985611916807675,,,
0,awq_proxy,4,transformer.h.1.mlp.c_fc,768,3072,0.08149831998693977,,,
0,awq_proxy,4,transformer.h.1.mlp.c_proj,3072,768,0.27571033265351197,,,
0,awq_proxy,4,transformer.h.2.attn.c_attn,768,2304,0.0805317653039163,,,
0,awq_proxy,4,transformer.h.2.attn.c_proj,768,768,0.2435316693526603,,,
0,awq_proxy,4,transformer.h.2.mlp.c_fc,768,3072,0.08229606548196698,,,
0,awq_proxy,4,transformer.h.2.mlp.c_proj,3072,768,0.10038164774601818,,,
0,awq_proxy,4,transformer.h.3.attn.c_attn,768,2304,0.09204557995208563,,,
0,awq_proxy,4,transformer.h.3.attn.c_proj,768,768,0.20942984010498833,,,
0,awq_proxy,4,transformer.h.3.mlp.c_fc,768,3072,0.07543804440281225,,,
0,awq_proxy,4,transformer.h.3.mlp.c_proj,3072,768,0.30462386292138643,,,
0,awq_proxy,4,transformer.h.4.attn.c_attn,768,2304,0.09658304109429387,,,
0,awq_proxy,4,transformer.h.4.attn.c_proj,768,768,0.21030849791566736,,,
0,awq_proxy,4,transformer.h.4.mlp.c_fc,768,3072,0.0806742425906206,,,
0,awq_proxy,4,transformer.h.4.mlp.c_proj,3072,768,0.2799931529804102,,,
0,awq_proxy,4,transformer.h.5.attn.c_attn,768,2304,0.12151060258922264,,,
0,awq_proxy,4,transformer.h.5.attn.c_proj,768,768,0.19247360191413293,,,
0,awq_proxy,4,transformer.h.5.mlp.c_fc,768,3072,0.07880785976741399,,,
0,awq_proxy,4,transformer.h.5.mlp.c_proj,3072,768,0.27515647854203457,,,
0,awq_proxy,4,transformer.h.6.attn.c_attn,768,2304,0.12576981820084857,,,
0,awq_proxy,4,transformer.h.6.attn.c_proj,768,768,0.1862484143013989,,,
0,awq_proxy,4,transformer.h.6.mlp.c_fc,768,3072,0.08122856044330376,,,
0,awq_proxy,4,transformer.h.6.mlp.c_proj,3072,768,0.3073325841657058,,,
0,awq_proxy,4,transformer.h.7.attn.c_attn,768,2304,0.1275708533459412,,,
0,awq_proxy,4,transformer.h.7.attn.c_proj,768,768,0.15124703457818625,,,
0,awq_proxy,4,transformer.h.7.mlp.c_fc,768,3072,0.08063016361175418,,,
0,awq_proxy,4,transformer.h.7.mlp.c_proj,3072,768,0.2804281520884392,,,
0,awq_proxy,4,transformer.h.8.attn.c_attn,768,2304,0.12689031592701713,,,
0,awq_proxy,4,transformer.h.8.attn.c_proj,768,768,0.17171545782510308,,,
0,awq_proxy,4,transformer.h.8.mlp.c_fc,768,3072,0.08138167665216163,,,
0,awq_proxy,4,transformer.h.8.mlp.c_proj,3072,768,0.29125954908479273,,,
0,awq_proxy,4,transformer.h.9.attn.c_attn,768,2304,0.1303981521849044,,,
0,awq_proxy,4,transformer.h.9.attn.c_proj,768,768,0.1327277129863413,,,
0,awq_proxy,4,transformer.h.9.mlp.c_fc,768,3072,0.08223015007195325,,,
0,awq_proxy,4,transformer.h.9.mlp.c_proj,3072,768,0.29402272453598577,,,
0,awq_proxy,4,transformer.h.10.attn.c_attn,768,2304,0.13590698441487517,,,
0,awq_proxy,4,transformer.h.10.attn.c_proj,768,768,0.12621785594911725,,,
0,awq_proxy,4,transformer.h.10.mlp.c_fc,768,3072,0.08645871070096205,,,
0,awq_proxy,4,transformer.h.10.mlp.c_proj,3072,768,0.31765807943296376,,,
0,awq_proxy,4,transformer.h.11.attn.c_attn,768,2304,0.15791346409976634,,,
0,awq_proxy,4,transformer.h.11.attn.c_proj,768,768,0.034097105327008874,,,
0,awq_proxy,4,transformer.h.11.mlp.c_fc,768,3072,0.0894274330237917,,,
0,awq_proxy,4,transformer.h.11.mlp.c_proj,3072,768,0.2844056259515433,,,
0,awq_proxy,4,lm_head,768,50257,0.019568508629196887,,,
0,admm_gptq,4,transformer.h.0.attn.c_attn,768,2304,0.09472855741180433,0.0689971025609926,0.6747744386491064,1.4404309852143937
0,admm_gptq,4,transformer.h.0.attn.c_proj,768,768,0.10758339037745723,0.21150737183902654,0.6641007680477881,3.045938026878024
0,admm_gptq,4,transformer.h.0.mlp.c_fc,768,3072,0.08012055574066065,0.22013499129797195,0.8454625199631532,2.4780761761194583
0,admm_gptq,4,transformer.h.0.mlp.c_proj,3072,768,0.3382664854781587,0.6823275364977442,0.9920917437307766,3.5864156747578075
0,admm_gptq,4,transformer.h.1.attn.c_attn,768,2304,0.09848310912962754,0.5267265381273442,1.5688833637147062,2.8239576295108626
0,admm_gptq,4,transformer.h.1.attn.c_proj,768,768,0.4574834405829152,0.49844156221874647,0.8434064944009578,3.5090786211367404
0,admm_gptq,4,transformer.h.1.mlp.c_fc,768,3072,0.08616694455432597,0.47588757108541285,1.193787753851917,2.6091363063521644
0,admm_gptq,4,transformer.h.1.mlp.c_proj,3072,768,0.26983170080886826,0.5064299911035735,0.8991098527430612,3.1300760495168123
0,admm_gptq,4,transformer.h.2.attn.c_attn,768,2304,0.07507646935524406,0.9553379571319868,1.7634088178830327,3.0743752225934355
0,admm_gptq,4,transformer.h.2.attn.c_proj,768,768,0.3430626259483836,0.3414158359306801,0.48998049829930446,3.096640581686342
0,admm_gptq,4,transformer.h.2.mlp.c_fc,768,3072,0.08623831675840991,0.5068738625522538,1.1543111802273252,2.7512707560761487
0,admm_gptq,4,transformer.h.2.mlp.c_proj,3072,768,0.1011576582460402,0.9809634112117427,0.7321927141796668,4.090638173429573
0,admm_gptq,4,transformer.h.3.attn.c_attn,768,2304,0.08087936432946576,1.4461713558839642,5.157709691224843,3.212167631614138
0,admm_gptq,4,transformer.h.3.attn.c_proj,768,768,0.25754817553834414,0.24908137676133202,0.3727931702051943,2.8158681701839092
0,admm_gptq,4,transformer.h.3.mlp.c_fc,768,3072,0.07990690785448472,0.517225152343348,1.189481663065479,2.7020647758422682
0,admm_gptq,4,transformer.h.3.mlp.c_proj,3072,768,0.40271067524070386,0.40526123028634004,0.5404763220883914,3.131842691258309
0,admm_gptq,4,transformer.h.4.attn.c_attn,768,2304,0.09006911316030465,1.5843342913162213,5.728118993085192,3.275191857453905
0,admm_gptq,4,transformer.h.4.attn.c_proj,768,768,0.24716470945004534,0.16284636072486963,0.40560696792127365,2.7780089530089604
0,admm_gptq,4,transformer.h.4.mlp.c_fc,768,3072,0.0876931672819456,0.5241912425265317,1.1196400187831486,2.705742822850936
0,admm_gptq,4,transformer.h.4.mlp.c_proj,3072,768,0.29819697317849697,0.2901412963524758,0.5890334610147847,2.498587319822084
0,admm_gptq,4,transformer.h.5.attn.c_attn,768,2304,0.11776281268098228,1.1731027910582288,3.9201752281342155,3.1691257111438715
0,admm_gptq,4,transformer.h.5.attn.c_proj,768,768,0.22329562419970556,0.26717191338590157,0.6552514466041338,2.8119385647607293
0,admm_gptq,4,transformer.h.5.mlp.c_fc,768,3072,0.08579227540724743,0.49128631559611313,0.9720224372772431,2.705059752993034
0,admm_gptq,4,transformer.h.5.mlp.c_proj,3072,768,0.31322452428193426,0.3324872868139056,0.7045672630943368,2.5907346924152437
0,admm_gptq,4,transformer.h.6.attn.c_attn,768,2304,0.11798864018683985,1.148495782944254,3.9180824723910237,3.118939551831656
0,admm_gptq,4,transformer.h.6.attn.c_proj,768,768,0.20488972290253557,0.15666765779164613,0.707863933549962,2.665095957495335
0,admm_gptq,4,transformer.h.6.mlp.c_fc,768,3072,0.08727230018166525,0.46949327667719853,0.9665197612022065,2.6210035643524403
0,admm_gptq,4,transformer.h.6.mlp.c_proj,3072,768,0.32884931067001677,0.3846369881721453,0.8079211234305175,2.856475654302005
0,admm_gptq,4,transformer.h.7.attn.c_attn,768,2304,0.12196186771562144,1.1158869182122215,3.7308464812321938,3.128384800004414
0,admm_gptq,4,transformer.h.7.attn.c_proj,768,768,0.1599073024238602,0.18050441389837782,0.780949217132222,2.6633246944041318
0,admm_gptq,4,transformer.h.7.mlp.c_fc,768,3072,0.08552963854238742,0.40530875178668924,1.0153961193585113,2.5280378326224033
0,admm_gptq,4,transformer.h.7.mlp.c_proj,3072,768,0.3087152296624713,0.4124421136886507,0.9267591657530913,2.9803392643264344
0,admm_gptq,4,transformer.h.8.attn.c_attn,768,2304,0.12022100933003967,1.1178345840325972,3.6684682929907573,3.096817320529358
0,admm_gptq,4,transformer.h.8.attn.c_proj,768,768,0.17991301495499726,0.22311331032037457,1.0499447599204033,2.866800712447611
0,admm_gptq,4,transformer.h.8.mlp.c_fc,768,3072,0.08627712459737653,0.35357800349767154,1.0103532349418898,2.517782202976601
0,admm_gptq,4,transformer.h.8.mlp.c_proj,3072,768,0.31060177387858207,0.4848950578291148,1.200474340499844,3.0279445974998995
0,admm_gptq,4,transformer.h.9.attn.c_attn,768,2304,0.1252159183767633,0.8207810290056211,2.5065926396467515,3.0571257271835117
0,admm_gptq,4,transformer.h.9.attn.c_proj,768,768,0.14806772375675717,0.3086211880442666,1.0427960832889607,3.232234067269582
0,admm_gptq,4,transformer.h.9.mlp.c_fc,768,3072,0.08715954301361674,0.3737297000299264,1.0727498572621164,2.547175237281885
0,admm_gptq,4,transformer.h.9.mlp.c_proj,3072,768,0.29235081284538705,0.6030327306355973,1.6198818932409436,3.2132881586462156
0,admm_gptq,4,transformer.h.10.attn.c_attn,768,2304,0.1319299845972624,0.5641914473906192,1.6432677183622881,2.9763321262882703
0,admm_gptq,4,transformer.h.10.attn.c_proj,768,768,0.1415161333639498,0.49196721248807096,1.6125639656684942,3.4634214140697797
0,admm_gptq,4,transformer.h.10.mlp.c_fc,768,3072,0.09022477754373644,0.3547794869760467,1.185851997259755,2.516762095079947
0,admm_gptq,4,transformer.h.10.mlp.c_proj,3072,768,0.3108943712957454,1.779461280439124,3.1318177069174347,4.147338992637795
0,admm_gptq,4,transformer.h.11.attn.c_attn,768,2304,0.1586927636624322,0.5169149216419426,1.7471350185640633,3.0956262375188532
0,admm_gptq,4,transformer.h.11.attn.c_proj,768,768,0.04506531564762067,1.0218189049129347,1.722216223187552,4.155605372990332
0,admm_gptq,4,transformer.h.11.mlp.c_fc,768,3072,0.09098042192587148,0.28121325464939095,1.21089087674762,2.453580864485825
0,admm_gptq,4,transformer.h.11.mlp.c_proj,3072,768,0.2572220763282963,2.209818526538533,2.9129991331239355,4.136233673131787
0,admm_gptq,4,lm_head,768,50257,0.020616435957202243,30.568247997644004,84.95433572463014,3.2223721677156383
